rule,k,ote,sl_buf,tp_mode,sweep_lb,need_conf,use_idm,h4_trend,session,sides,n,per_yr,pf,net_r,mar,wr,dd,pos_years,avg_rr,gate_pass
1h,2,0.5,0.25,3R,6,3,1,0,all,"(-1,)",1522,227,0.922,-87.5,-0.08,0.307,-169.5,4/8,2.85,False
1h,2,0.5,0.25,3R,6,3,1,0,all,"(1, -1)",2869,428,0.983,-35.2,-0.02,0.32,-211.2,5/8,2.85,False
1h,2,0.5,0.25,3R,6,3,1,0,kz,"(1,)",793,119,1.074,42.4,0.1,0.338,-61.4,5/8,2.87,False
1h,2,0.5,0.25,3R,6,3,1,0,kz,"(-1,)",903,135,1.028,18.7,0.03,0.319,-98.8,4/8,2.87,False
1h,2,0.5,0.25,3R,6,3,1,0,kz,"(1, -1)",1696,253,1.05,61.1,0.06,0.328,-141.5,4/8,2.87,False
1h,2,0.5,0.25,3R,6,3,1,1,all,"(1,)",670,100,1.17,76.8,0.18,0.351,-62.4,5/8,2.89,False
1h,2,0.5,0.25,3R,6,3,1,1,all,"(-1,)",498,75,1.002,0.6,0.0,0.321,-87.1,4/8,2.88,False
1h,2,0.5,0.25,3R,6,3,1,1,all,"(1, -1)",1168,175,1.095,77.4,0.11,0.338,-108.1,5/8,2.88,False
1h,2,0.5,0.25,3R,6,3,1,1,kz,"(1,)",359,54,1.273,65.3,0.24,0.37,-40.4,5/8,2.89,False
1h,2,0.5,0.25,3R,6,3,1,1,kz,"(-1,)",292,44,1.202,41.0,0.16,0.346,-37.7,5/8,2.89,False
1h,2,0.5,0.25,3R,6,3,1,1,kz,"(1, -1)",651,98,1.24,106.3,0.25,0.359,-63.3,5/8,2.89,False
1h,2,0.5,0.25,3R,6,4,0,0,all,"(1,)",1173,175,1.054,44.5,0.08,0.334,-83.6,4/8,2.86,False
1h,2,0.5,0.25,3R,6,4,0,0,all,"(-1,)",1284,191,0.912,-83.5,-0.08,0.305,-148.4,3/8,2.86,False
1h,2,0.5,0.25,3R,6,4,0,0,all,"(1, -1)",2457,366,0.978,-39.1,-0.03,0.319,-185.4,4/8,2.86,False
1h,2,0.5,0.25,3R,6,4,0,0,kz,"(1,)",711,106,1.082,41.6,0.13,0.342,-47.9,5/8,2.88,False
1h,2,0.5,0.25,3R,6,4,0,0,kz,"(-1,)",769,115,1.019,10.8,0.02,0.317,-78.9,4/8,2.88,False
1h,2,0.5,0.25,3R,6,4,0,0,kz,"(1, -1)",1480,221,1.049,52.4,0.07,0.329,-105.1,5/8,2.88,False
1h,2,0.5,0.25,3R,6,4,0,1,all,"(1,)",587,88,1.118,47.4,0.1,0.342,-69.9,5/8,2.9,False
1h,2,0.5,0.25,3R,6,4,0,1,all,"(-1,)",423,64,0.964,-11.2,-0.02,0.314,-73.4,3/8,2.89,False
1h,2,0.5,0.25,3R,6,4,0,1,all,"(1, -1)",1010,151,1.051,36.2,0.05,0.331,-114.5,5/8,2.89,False
1h,2,0.5,0.25,3R,6,4,0,1,kz,"(1,)",329,50,1.207,45.9,0.19,0.362,-37.2,5/8,2.9,False
1h,2,0.5,0.25,3R,6,4,0,1,kz,"(-1,)",247,37,1.199,33.9,0.17,0.348,-30.1,6/8,2.9,False
1h,2,0.5,0.25,3R,6,4,0,1,kz,"(1, -1)",576,86,1.204,79.8,0.25,0.356,-48.7,5/8,2.9,False
1h,2,0.5,0.25,3R,6,4,1,0,all,"(1,)",1173,175,1.054,44.5,0.08,0.334,-83.6,4/8,2.86,False
1h,2,0.5,0.25,3R,6,4,1,0,all,"(-1,)",1284,191,0.912,-83.5,-0.08,0.305,-148.4,3/8,2.86,False
1h,2,0.5,0.25,3R,6,4,1,0,all,"(1, -1)",2457,366,0.978,-39.1,-0.03,0.319,-185.4,4/8,2.86,False
1h,2,0.5,0.25,3R,6,4,1,0,kz,"(1,)",711,106,1.082,41.6,0.13,0.342,-47.9,5/8,2.88,False
1h,2,0.5,0.25,3R,6,4,1,0,kz,"(-1,)",769,115,1.019,10.8,0.02,0.317,-78.9,4/8,2.88,False
1h,2,0.5,0.25,3R,6,4,1,0,kz,"(1, -1)",1480,221,1.049,52.4,0.07,0.329,-105.1,5/8,2.88,False
1h,2,0.5,0.25,3R,6,4,1,1,all,"(1,)",587,88,1.118,47.4,0.1,0.342,-69.9,5/8,2.9,False
1h,2,0.5,0.25,3R,6,4,1,1,all,"(-1,)",423,64,0.964,-11.2,-0.02,0.314,-73.4,3/8,2.89,False
1h,2,0.5,0.25,3R,6,4,1,1,all,"(1, -1)",1010,151,1.051,36.2,0.05,0.331,-114.5,5/8,2.89,False
1h,2,0.5,0.25,3R,6,4,1,1,kz,"(1,)",329,50,1.207,45.9,0.19,0.362,-37.2,5/8,2.9,False
1h,2,0.5,0.25,3R,6,4,1,1,kz,"(-1,)",247,37,1.199,33.9,0.17,0.348,-30.1,6/8,2.9,False
1h,2,0.5,0.25,3R,6,4,1,1,kz,"(1, -1)",576,86,1.204,79.8,0.25,0.356,-48.7,5/8,2.9,False
1h,2,0.5,0.25,3R,6,5,0,0,all,"(1,)",658,98,1.096,42.6,0.13,0.347,-49.0,4/8,2.91,False
1h,2,0.5,0.25,3R,6,5,0,0,all,"(-1,)",693,103,0.964,-17.6,-0.04,0.316,-68.4,2/8,2.9,False
1h,2,0.5,0.25,3R,6,5,0,0,all,"(1, -1)",1351,201,1.027,25.0,0.06,0.331,-67.8,4/8,2.9,False
1h,2,0.5,0.25,3R,6,5,0,0,kz,"(1,)",396,59,1.176,45.7,0.29,0.366,-24.0,4/8,2.92,False
1h,2,0.5,0.25,3R,6,5,0,0,kz,"(-1,)",433,66,1.08,24.2,0.07,0.33,-50.8,3/8,2.9,False
1h,2,0.5,0.25,3R,6,5,0,0,kz,"(1, -1)",829,124,1.125,70.0,0.2,0.347,-52.3,5/8,2.91,False
1h,2,0.5,0.25,3R,6,5,0,1,all,"(1,)",350,52,1.215,48.5,0.14,0.366,-53.0,5/8,2.92,False
1h,2,0.5,0.25,3R,6,5,0,1,all,"(-1,)",241,37,1.132,21.4,0.1,0.353,-33.8,4/8,2.92,False
1h,2,0.5,0.25,3R,6,5,0,1,all,"(1, -1)",591,88,1.18,69.9,0.15,0.36,-68.9,5/8,2.92,False
1h,2,0.5,0.25,3R,6,5,0,1,kz,"(1,)",197,30,1.382,46.1,0.27,0.401,-25.6,5/8,2.92,False
1h,2,0.5,0.25,3R,6,5,0,1,kz,"(-1,)",149,24,1.377,36.2,0.35,0.383,-16.3,5/8,2.92,False
1h,2,0.5,0.25,3R,6,5,0,1,kz,"(1, -1)",346,52,1.38,82.4,0.41,0.393,-30.4,5/8,2.92,False
1h,2,0.5,0.25,3R,6,5,1,0,all,"(1,)",658,98,1.096,42.6,0.13,0.347,-49.0,4/8,2.91,False
1h,2,0.5,0.25,3R,6,5,1,0,all,"(-1,)",693,103,0.964,-17.6,-0.04,0.316,-68.4,2/8,2.9,False
1h,2,0.5,0.25,3R,6,5,1,0,all,"(1, -1)",1351,201,1.027,25.0,0.06,0.331,-67.8,4/8,2.9,False
1h,2,0.5,0.25,3R,6,5,1,0,kz,"(1,)",396,59,1.176,45.7,0.29,0.366,-24.0,4/8,2.92,False
1h,2,0.5,0.25,3R,6,5,1,0,kz,"(-1,)",433,66,1.08,24.2,0.07,0.33,-50.8,3/8,2.9,False
1h,2,0.5,0.25,3R,6,5,1,0,kz,"(1, -1)",829,124,1.125,70.0,0.2,0.347,-52.3,5/8,2.91,False
1h,2,0.5,0.25,3R,6,5,1,1,all,"(1,)",350,52,1.215,48.5,0.14,0.366,-53.0,5/8,2.92,False
1h,2,0.5,0.25,3R,6,5,1,1,all,"(-1,)",241,37,1.132,21.4,0.1,0.353,-33.8,4/8,2.92,False
1h,2,0.5,0.25,3R,6,5,1,1,all,"(1, -1)",591,88,1.18,69.9,0.15,0.36,-68.9,5/8,2.92,False
1h,2,0.5,0.25,3R,6,5,1,1,kz,"(1,)",197,30,1.382,46.1,0.27,0.401,-25.6,5/8,2.92,False
1h,2,0.5,0.25,3R,6,5,1,1,kz,"(-1,)",149,24,1.377,36.2,0.35,0.383,-16.3,5/8,2.92,False
1h,2,0.5,0.25,3R,6,5,1,1,kz,"(1, -1)",346,52,1.38,82.4,0.41,0.393,-30.4,5/8,2.92,False
1h,2,0.5,0.25,3R,10,3,0,0,all,"(1,)",1446,216,1.05,51.8,0.08,0.331,-91.8,5/8,2.86,False
1h,2,0.5,0.25,3R,10,3,0,0,all,"(-1,)",1612,240,0.914,-102.7,-0.09,0.305,-168.9,3/8,2.85,False
1h,2,0.5,0.25,3R,10,3,0,0,all,"(1, -1)",3058,456,0.977,-50.9,-0.04,0.318,-206.3,4/8,2.85,False
1h,2,0.5,0.25,3R,10,3,0,0,kz,"(1,)",850,127,1.086,52.9,0.12,0.339,-66.8,5/8,2.87,False
1h,2,0.5,0.25,3R,10,3,0,0,kz,"(-1,)",951,142,1.034,23.4,0.04,0.32,-88.0,4/8,2.87,False
1h,2,0.5,0.25,3R,10,3,0,0,kz,"(1, -1)",1801,269,1.058,76.2,0.09,0.329,-131.0,4/8,2.87,False
1h,2,0.5,0.25,3R,10,3,0,1,all,"(1,)",730,109,1.144,71.8,0.17,0.345,-63.9,5/8,2.89,False
1h,2,0.5,0.25,3R,10,3,0,1,all,"(-1,)",531,80,1.013,4.9,0.01,0.322,-77.7,5/8,2.88,False
1h,2,0.5,0.25,3R,10,3,0,1,all,"(1, -1)",1261,189,1.087,76.6,0.11,0.335,-99.8,5/8,2.88,False
1h,2,0.5,0.25,3R,10,3,0,1,kz,"(1,)",394,59,1.255,67.6,0.23,0.365,-44.2,5/8,2.89,False
1h,2,0.5,0.25,3R,10,3,0,1,kz,"(-1,)",312,47,1.261,55.8,0.31,0.356,-27.4,6/8,2.89,False
1h,2,0.5,0.25,3R,10,3,0,1,kz,"(1, -1)",706,106,1.257,123.3,0.37,0.361,-49.4,6/8,2.89,False
1h,2,0.5,0.25,3R,10,3,1,0,all,"(1,)",1446,216,1.05,51.8,0.08,0.331,-91.8,5/8,2.86,False
1h,2,0.5,0.25,3R,10,3,1,0,all,"(-1,)",1612,240,0.914,-102.7,-0.09,0.305,-168.9,3/8,2.85,False
1h,2,0.5,0.25,3R,10,3,1,0,all,"(1, -1)",3058,456,0.977,-50.9,-0.04,0.318,-206.3,4/8,2.85,False
1h,2,0.5,0.25,3R,10,3,1,0,kz,"(1,)",850,127,1.086,52.9,0.12,0.339,-66.8,5/8,2.87,False
1h,2,0.5,0.25,3R,10,3,1,0,kz,"(-1,)",951,142,1.034,23.4,0.04,0.32,-88.0,4/8,2.87,False
1h,2,0.5,0.25,3R,10,3,1,0,kz,"(1, -1)",1801,269,1.058,76.2,0.09,0.329,-131.0,4/8,2.87,False
1h,2,0.5,0.25,3R,10,3,1,1,all,"(1,)",730,109,1.144,71.8,0.17,0.345,-63.9,5/8,2.89,False
1h,2,0.5,0.25,3R,10,3,1,1,all,"(-1,)",531,80,1.013,4.9,0.01,0.322,-77.7,5/8,2.88,False
1h,2,0.5,0.25,3R,10,3,1,1,all,"(1, -1)",1261,189,1.087,76.6,0.11,0.335,-99.8,5/8,2.88,False
1h,2,0.5,0.25,3R,10,3,1,1,kz,"(1,)",394,59,1.255,67.6,0.23,0.365,-44.2,5/8,2.89,False
1h,2,0.5,0.25,3R,10,3,1,1,kz,"(-1,)",312,47,1.261,55.8,0.31,0.356,-27.4,6/8,2.89,False
1h,2,0.5,0.25,3R,10,3,1,1,kz,"(1, -1)",706,106,1.257,123.3,0.37,0.361,-49.4,6/8,2.89,False
1h,2,0.5,0.25,3R,10,4,0,0,all,"(1,)",1253,187,1.064,57.1,0.11,0.335,-81.0,5/8,2.86,False
1h,2,0.5,0.25,3R,10,4,0,0,all,"(-1,)",1351,201,0.9,-100.0,-0.09,0.303,-164.5,3/8,2.86,False
1h,2,0.5,0.25,3R,10,4,0,0,all,"(1, -1)",2604,388,0.977,-42.8,-0.03,0.318,-190.4,3/8,2.86,False
1h,2,0.5,0.25,3R,10,4,0,0,kz,"(1,)",756,113,1.108,57.7,0.17,0.345,-49.9,5/8,2.88,False
1h,2,0.5,0.25,3R,10,4,0,0,kz,"(-1,)",805,120,1.023,13.5,0.03,0.318,-76.9,3/8,2.88,False
1h,2,0.5,0.25,3R,10,4,0,0,kz,"(1, -1)",1561,233,1.064,71.1,0.11,0.331,-92.6,4/8,2.88,False
1h,2,0.5,0.25,3R,10,4,0,1,all,"(1,)",637,95,1.104,45.4,0.1,0.339,-70.3,5/8,2.9,False
1h,2,0.5,0.25,3R,10,4,0,1,all,"(-1,)",446,67,0.954,-15.0,-0.03,0.312,-71.3,3/8,2.89,False
1h,2,0.5,0.25,3R,10,4,0,1,all,"(1, -1)",1083,162,1.04,30.4,0.04,0.328,-110.2,5/8,2.89,False
1h,2,0.5,0.25,3R,10,4,0,1,kz,"(1,)",357,54,1.198,48.1,0.17,0.359,-41.6,5/8,2.9,False
1h,2,0.5,0.25,3R,10,4,0,1,kz,"(-1,)",261,40,1.221,39.6,0.18,0.352,-32.5,6/8,2.89,False
1h,2,0.5,0.25,3R,10,4,0,1,kz,"(1, -1)",618,93,1.208,87.8,0.3,0.356,-44.3,6/8,2.9,False
1h,2,0.5,0.25,3R,10,4,1,0,all,"(1,)",1253,187,1.064,57.1,0.11,0.335,-81.0,5/8,2.86,False
1h,2,0.5,0.25,3R,10,4,1,0,all,"(-1,)",1351,201,0.9,-100.0,-0.09,0.303,-164.5,3/8,2.86,False
1h,2,0.5,0.25,3R,10,4,1,0,all,"(1, -1)",2604,388,0.977,-42.8,-0.03,0.318,-190.4,3/8,2.86,False
1h,2,0.5,0.25,3R,10,4,1,0,kz,"(1,)",756,113,1.108,57.7,0.17,0.345,-49.9,5/8,2.88,False
1h,2,0.5,0.25,3R,10,4,1,0,kz,"(-1,)",805,120,1.023,13.5,0.03,0.318,-76.9,3/8,2.88,False
1h,2,0.5,0.25,3R,10,4,1,0,kz,"(1, -1)",1561,233,1.064,71.1,0.11,0.331,-92.6,4/8,2.88,False
1h,2,0.5,0.25,3R,10,4,1,1,all,"(1,)",637,95,1.104,45.4,0.1,0.339,-70.3,5/8,2.9,False
1h,2,0.5,0.25,3R,10,4,1,1,all,"(-1,)",446,67,0.954,-15.0,-0.03,0.312,-71.3,3/8,2.89,False
1h,2,0.5,0.25,3R,10,4,1,1,all,"(1, -1)",1083,162,1.04,30.4,0.04,0.328,-110.2,5/8,2.89,False
1h,2,0.5,0.25,3R,10,4,1,1,kz,"(1,)",357,54,1.198,48.1,0.17,0.359,-41.6,5/8,2.9,False
1h,2,0.5,0.25,3R,10,4,1,1,kz,"(-1,)",261,40,1.221,39.6,0.18,0.352,-32.5,6/8,2.89,False
1h,2,0.5,0.25,3R,10,4,1,1,kz,"(1, -1)",618,93,1.208,87.8,0.3,0.356,-44.3,6/8,2.9,False
1h,2,0.5,0.25,3R,10,5,0,0,all,"(1,)",698,104,1.091,42.8,0.13,0.345,-47.5,4/8,2.91,False
1h,2,0.5,0.25,3R,10,5,0,0,all,"(-1,)",724,108,0.96,-20.8,-0.04,0.315,-69.4,3/8,2.9,False
1h,2,0.5,0.25,3R,10,5,0,0,all,"(1, -1)",1422,212,1.022,22.0,0.05,0.33,-65.4,4/8,2.9,False
1h,2,0.5,0.25,3R,10,5,0,0,kz,"(1,)",423,63,1.181,50.3,0.28,0.366,-26.5,4/8,2.92,False
1h,2,0.5,0.25,3R,10,5,0,0,kz,"(-1,)",450,69,1.087,27.1,0.09,0.331,-44.9,3/8,2.9,False
1h,2,0.5,0.25,3R,10,5,0,0,kz,"(1, -1)",873,130,1.131,77.4,0.23,0.348,-50.5,5/8,2.91,False
1h,2,0.5,0.25,3R,10,5,0,1,all,"(1,)",379,57,1.179,44.3,0.11,0.359,-59.8,5/8,2.92,False
1h,2,0.5,0.25,3R,10,5,0,1,all,"(-1,)",252,39,1.135,23.0,0.12,0.353,-28.7,5/8,2.92,False
1h,2,0.5,0.25,3R,10,5,0,1,all,"(1, -1)",631,94,1.161,67.3,0.15,0.357,-69.2,5/8,2.92,False
1h,2,0.5,0.25,3R,10,5,0,1,kz,"(1,)",216,33,1.345,46.4,0.24,0.394,-28.9,5/8,2.92,False
1h,2,0.5,0.25,3R,10,5,0,1,kz,"(-1,)",155,24,1.439,43.1,0.42,0.394,-16.1,6/8,2.92,False
1h,2,0.5,0.25,3R,10,5,0,1,kz,"(1, -1)",371,56,1.384,89.5,0.48,0.394,-28.3,5/8,2.92,False
1h,2,0.5,0.25,3R,10,5,1,0,all,"(1,)",698,104,1.091,42.8,0.13,0.345,-47.5,4/8,2.91,False
1h,2,0.5,0.25,3R,10,5,1,0,all,"(-1,)",724,108,0.96,-20.8,-0.04,0.315,-69.4,3/8,2.9,False
1h,2,0.5,0.25,3R,10,5,1,0,all,"(1, -1)",1422,212,1.022,22.0,0.05,0.33,-65.4,4/8,2.9,False
1h,2,0.5,0.25,3R,10,5,1,0,kz,"(1,)",423,63,1.181,50.3,0.28,0.366,-26.5,4/8,2.92,False
1h,2,0.5,0.25,3R,10,5,1,0,kz,"(-1,)",450,69,1.087,27.1,0.09,0.331,-44.9,3/8,2.9,False
1h,2,0.5,0.25,3R,10,5,1,0,kz,"(1, -1)",873,130,1.131,77.4,0.23,0.348,-50.5,5/8,2.91,False
1h,2,0.5,0.25,3R,10,5,1,1,all,"(1,)",379,57,1.179,44.3,0.11,0.359,-59.8,5/8,2.92,False
1h,2,0.5,0.25,3R,10,5,1,1,all,"(-1,)",252,39,1.135,23.0,0.12,0.353,-28.7,5/8,2.92,False
1h,2,0.5,0.25,3R,10,5,1,1,all,"(1, -1)",631,94,1.161,67.3,0.15,0.357,-69.2,5/8,2.92,False
1h,2,0.5,0.25,3R,10,5,1,1,kz,"(1,)",216,33,1.345,46.4,0.24,0.394,-28.9,5/8,2.92,False
1h,2,0.5,0.25,3R,10,5,1,1,kz,"(-1,)",155,24,1.439,43.1,0.42,0.394,-16.1,6/8,2.92,False
1h,2,0.5,0.25,3R,10,5,1,1,kz,"(1, -1)",371,56,1.384,89.5,0.48,0.394,-28.3,5/8,2.92,False
1h,2,0.618,0.05,2R,3,3,0,0,all,"(1,)",980,147,1.018,11.9,0.03,0.404,-58.9,4/8,1.84,False
1h,2,0.618,0.05,2R,3,3,0,0,all,"(-1,)",1145,171,0.819,-149.5,-0.11,0.361,-198.4,2/8,1.82,False
1h,2,0.618,0.05,2R,3,3,0,0,all,"(1, -1)",2125,317,0.907,-137.6,-0.11,0.381,-187.4,2/8,1.83,False
1h,2,0.618,0.05,2R,3,3,0,0,kz,"(1,)",595,89,1.034,13.6,0.05,0.41,-44.7,5/8,1.86,False
1h,2,0.618,0.05,2R,3,3,0,0,kz,"(-1,)",681,102,0.94,-28.3,-0.07,0.389,-60.9,4/8,1.85,False
1h,2,0.618,0.05,2R,3,3,0,0,kz,"(1, -1)",1276,190,0.983,-14.7,-0.03,0.399,-81.6,5/8,1.85,False
1h,2,0.618,0.05,2R,3,3,0,1,all,"(1,)",492,74,1.056,18.1,0.08,0.402,-35.6,5/8,1.87,False
1h,2,0.618,0.05,2R,3,3,0,1,all,"(-1,)",359,54,0.823,-46.3,-0.11,0.351,-61.4,2/8,1.86,False
1h,2,0.618,0.05,2R,3,3,0,1,all,"(1, -1)",851,127,0.952,-28.2,-0.07,0.381,-64.0,2/8,1.87,False
1h,2,0.618,0.05,2R,3,3,0,1,kz,"(1,)",272,41,1.012,2.1,0.01,0.397,-24.7,5/8,1.88,False
1h,2,0.618,0.05,2R,3,3,0,1,kz,"(-1,)",213,32,0.956,-6.6,-0.03,0.38,-31.6,4/8,1.87,False
1h,2,0.618,0.05,2R,3,3,0,1,kz,"(1, -1)",485,73,0.987,-4.4,-0.02,0.39,-36.0,3/8,1.88,False
1h,2,0.618,0.05,2R,3,3,1,0,all,"(1,)",980,147,1.018,11.9,0.03,0.404,-58.9,4/8,1.84,False
1h,2,0.618,0.05,2R,3,3,1,0,all,"(-1,)",1145,171,0.819,-149.5,-0.11,0.361,-198.4,2/8,1.82,False
1h,2,0.618,0.05,2R,3,3,1,0,all,"(1, -1)",2125,317,0.907,-137.6,-0.11,0.381,-187.4,2/8,1.83,False
1h,2,0.618,0.05,2R,3,3,1,0,kz,"(1,)",595,89,1.034,13.6,0.05,0.41,-44.7,5/8,1.86,False
1h,2,0.618,0.05,2R,3,3,1,0,kz,"(-1,)",681,102,0.94,-28.3,-0.07,0.389,-60.9,4/8,1.85,False
1h,2,0.618,0.05,2R,3,3,1,0,kz,"(1, -1)",1276,190,0.983,-14.7,-0.03,0.399,-81.6,5/8,1.85,False
1h,2,0.618,0.05,2R,3,3,1,1,all,"(1,)",492,74,1.056,18.1,0.08,0.402,-35.6,5/8,1.87,False
1h,2,0.618,0.05,2R,3,3,1,1,all,"(-1,)",359,54,0.823,-46.3,-0.11,0.351,-61.4,2/8,1.86,False
1h,2,0.618,0.05,2R,3,3,1,1,all,"(1, -1)",851,127,0.952,-28.2,-0.07,0.381,-64.0,2/8,1.87,False
1h,2,0.618,0.05,2R,3,3,1,1,kz,"(1,)",272,41,1.012,2.1,0.01,0.397,-24.7,5/8,1.88,False
1h,2,0.618,0.05,2R,3,3,1,1,kz,"(-1,)",213,32,0.956,-6.6,-0.03,0.38,-31.6,4/8,1.87,False
1h,2,0.618,0.05,2R,3,3,1,1,kz,"(1, -1)",485,73,0.987,-4.4,-0.02,0.39,-36.0,3/8,1.88,False
1h,2,0.618,0.05,2R,3,4,0,0,all,"(1,)",863,129,1.008,4.4,0.01,0.4,-56.2,5/8,1.85,False
1h,2,0.618,0.05,2R,3,4,0,0,all,"(-1,)",969,144,0.818,-127.1,-0.11,0.354,-169.7,2/8,1.84,False
1h,2,0.618,0.05,2R,3,4,0,0,all,"(1, -1)",1832,273,0.904,-122.7,-0.1,0.376,-184.0,3/8,1.84,False
1h,2,0.618,0.05,2R,3,4,0,0,kz,"(1,)",543,81,1.098,35.1,0.16,0.422,-33.3,6/8,1.86,False
1h,2,0.618,0.05,2R,3,4,0,0,kz,"(-1,)",590,88,0.939,-25.2,-0.07,0.381,-52.8,3/8,1.86,False
1h,2,0.618,0.05,2R,3,4,0,0,kz,"(1, -1)",1133,169,1.013,9.9,0.02,0.401,-59.7,5/8,1.86,False
1h,2,0.618,0.05,2R,3,4,0,1,all,"(1,)",430,64,0.977,-6.7,-0.02,0.384,-50.2,4/8,1.88,False
1h,2,0.618,0.05,2R,3,4,0,1,all,"(-1,)",309,47,0.753,-57.3,-0.12,0.327,-70.5,1/8,1.87,False
1h,2,0.618,0.05,2R,3,4,0,1,all,"(1, -1)",739,111,0.878,-64.0,-0.1,0.36,-98.8,2/8,1.88,False
1h,2,0.618,0.05,2R,3,4,0,1,kz,"(1,)",249,38,1.054,9.0,0.06,0.406,-21.3,6/8,1.89,False
1h,2,0.618,0.05,2R,3,4,0,1,kz,"(-1,)",184,28,0.907,-12.1,-0.06,0.364,-32.5,3/8,1.88,False
1h,2,0.618,0.05,2R,3,4,0,1,kz,"(1, -1)",433,65,0.99,-3.1,-0.01,0.388,-35.2,4/8,1.88,False
1h,2,0.618,0.05,2R,3,4,1,0,all,"(1,)",863,129,1.008,4.4,0.01,0.4,-56.2,5/8,1.85,False
1h,2,0.618,0.05,2R,3,4,1,0,all,"(-1,)",969,144,0.818,-127.1,-0.11,0.354,-169.7,2/8,1.84,False
1h,2,0.618,0.05,2R,3,4,1,0,all,"(1, -1)",1832,273,0.904,-122.7,-0.1,0.376,-184.0,3/8,1.84,False
1h,2,0.618,0.05,2R,3,4,1,0,kz,"(1,)",543,81,1.098,35.1,0.16,0.422,-33.3,6/8,1.86,False
1h,2,0.618,0.05,2R,3,4,1,0,kz,"(-1,)",590,88,0.939,-25.2,-0.07,0.381,-52.8,3/8,1.86,False
1h,2,0.618,0.05,2R,3,4,1,0,kz,"(1, -1)",1133,169,1.013,9.9,0.02,0.401,-59.7,5/8,1.86,False
1h,2,0.618,0.05,2R,3,4,1,1,all,"(1,)",430,64,0.977,-6.7,-0.02,0.384,-50.2,4/8,1.88,False
1h,2,0.618,0.05,2R,3,4,1,1,all,"(-1,)",309,47,0.753,-57.3,-0.12,0.327,-70.5,1/8,1.87,False
1h,2,0.618,0.05,2R,3,4,1,1,all,"(1, -1)",739,111,0.878,-64.0,-0.1,0.36,-98.8,2/8,1.88,False
1h,2,0.618,0.05,2R,3,4,1,1,kz,"(1,)",249,38,1.054,9.0,0.06,0.406,-21.3,6/8,1.89,False
1h,2,0.618,0.05,2R,3,4,1,1,kz,"(-1,)",184,28,0.907,-12.1,-0.06,0.364,-32.5,3/8,1.88,False
1h,2,0.618,0.05,2R,3,4,1,1,kz,"(1, -1)",433,65,0.99,-3.1,-0.01,0.388,-35.2,4/8,1.88,False
1h,2,0.618,0.05,2R,3,5,0,0,all,"(1,)",486,73,1.049,15.9,0.07,0.393,-35.9,3/8,1.89,False
1h,2,0.618,0.05,2R,3,5,0,0,all,"(-1,)",520,78,0.834,-61.8,-0.13,0.348,-73.1,2/8,1.88,False
1h,2,0.618,0.05,2R,3,5,0,0,all,"(1, -1)",1006,150,0.934,-45.9,-0.09,0.37,-72.5,3/8,1.88,False
1h,2,0.618,0.05,2R,3,5,0,0,kz,"(1,)",297,44,1.219,40.6,0.24,0.431,-25.5,5/8,1.9,False
1h,2,0.618,0.05,2R,3,5,0,0,kz,"(-1,)",334,52,0.944,-12.9,-0.06,0.377,-32.2,2/8,1.88,False
1h,2,0.618,0.05,2R,3,5,0,0,kz,"(1, -1)",631,94,1.067,27.7,0.1,0.403,-41.5,5/8,1.89,False
1h,2,0.618,0.05,2R,3,5,0,1,all,"(1,)",249,38,1.012,1.9,0.01,0.382,-31.1,3/8,1.91,False
1h,2,0.618,0.05,2R,3,5,0,1,all,"(-1,)",177,27,0.826,-22.3,-0.09,0.339,-38.5,3/8,1.9,False
1h,2,0.618,0.05,2R,3,5,0,1,all,"(1, -1)",426,64,0.931,-20.3,-0.04,0.364,-68.0,4/8,1.9,False
1h,2,0.618,0.05,2R,3,5,0,1,kz,"(1,)",140,21,1.095,8.5,0.07,0.407,-18.2,5/8,1.91,False
1h,2,0.618,0.05,2R,3,5,0,1,kz,"(-1,)",114,18,1.013,1.0,0.01,0.386,-21.3,3/8,1.9,False
1h,2,0.618,0.05,2R,3,5,0,1,kz,"(1, -1)",254,38,1.057,9.5,0.04,0.398,-32.0,4/8,1.91,False
1h,2,0.618,0.05,2R,3,5,1,0,all,"(1,)",486,73,1.049,15.9,0.07,0.393,-35.9,3/8,1.89,False
1h,2,0.618,0.05,2R,3,5,1,0,all,"(-1,)",520,78,0.834,-61.8,-0.13,0.348,-73.1,2/8,1.88,False
1h,2,0.618,0.05,2R,3,5,1,0,all,"(1, -1)",1006,150,0.934,-45.9,-0.09,0.37,-72.5,3/8,1.88,False
1h,2,0.618,0.05,2R,3,5,1,0,kz,"(1,)",297,44,1.219,40.6,0.24,0.431,-25.5,5/8,1.9,False
1h,2,0.618,0.05,2R,3,5,1,0,kz,"(-1,)",334,52,0.944,-12.9,-0.06,0.377,-32.2,2/8,1.88,False
1h,2,0.618,0.05,2R,3,5,1,0,kz,"(1, -1)",631,94,1.067,27.7,0.1,0.403,-41.5,5/8,1.89,False
1h,2,0.618,0.05,2R,3,5,1,1,all,"(1,)",249,38,1.012,1.9,0.01,0.382,-31.1,3/8,1.91,False
1h,2,0.618,0.05,2R,3,5,1,1,all,"(-1,)",177,27,0.826,-22.3,-0.09,0.339,-38.5,3/8,1.9,False
1h,2,0.618,0.05,2R,3,5,1,1,all,"(1, -1)",426,64,0.931,-20.3,-0.04,0.364,-68.0,4/8,1.9,False
