rule,k,vol_mult,use_rsi,h4_trend,sl_buf,tp_mode,sides,n,per_yr,pf,net_r,mar,wr,dd,pos_years,avg_rr,gate_pass
1h,4,1.2,0,0,0.25,2R,"(1, -1)",1057,158,0.912,-60.0,-0.11,0.396,-78.3,3/8,1.8,False
1h,4,1.2,0,0,0.25,3R,"(1,)",549,82,1.195,71.5,0.21,0.383,-50.9,4/8,2.74,False
1h,4,1.2,0,0,0.25,3R,"(-1,)",508,76,0.871,-47.8,-0.12,0.321,-59.4,2/8,2.73,False
1h,4,1.2,0,0,0.25,3R,"(1, -1)",1057,158,1.032,23.6,0.06,0.353,-55.1,5/8,2.73,False
1h,4,1.2,0,0,0.5,2R,"(1,)",564,84,1.065,22.1,0.07,0.434,-46.4,4/8,1.83,False
1h,4,1.2,0,0,0.5,2R,"(-1,)",517,77,0.745,-88.9,-0.14,0.352,-95.3,2/8,1.82,False
1h,4,1.2,0,0,0.5,2R,"(1, -1)",1081,161,0.903,-66.8,-0.12,0.395,-80.4,3/8,1.83,False
1h,4,1.2,0,0,0.5,3R,"(1,)",564,84,1.233,85.2,0.32,0.39,-39.3,5/8,2.77,False
1h,4,1.2,0,0,0.5,3R,"(-1,)",517,77,0.852,-54.5,-0.11,0.321,-72.6,2/8,2.76,False
1h,4,1.2,0,0,0.5,3R,"(1, -1)",1081,161,1.042,30.8,0.11,0.357,-41.7,5/8,2.77,False
1h,4,1.2,0,1,0.1,2R,"(1,)",381,57,1.133,30.7,0.16,0.449,-27.8,7/8,1.81,False
1h,4,1.2,0,1,0.1,2R,"(-1,)",250,38,0.882,-18.9,-0.09,0.388,-31.5,3/8,1.78,False
1h,4,1.2,0,1,0.1,2R,"(1, -1)",631,94,1.03,11.8,0.04,0.425,-40.1,5/8,1.8,False
1h,4,1.2,0,1,0.1,3R,"(1,)",381,57,1.379,93.6,0.6,0.409,-23.1,7/8,2.74,False
1h,4,1.2,0,1,0.1,3R,"(-1,)",250,38,1.084,14.0,0.08,0.368,-24.9,5/8,2.71,False
1h,4,1.2,0,1,0.1,3R,"(1, -1)",631,94,1.26,107.7,0.67,0.393,-23.9,6/8,2.73,False
1h,4,1.2,0,1,0.25,2R,"(1,)",385,57,1.111,25.9,0.14,0.444,-27.3,5/8,1.82,False
1h,4,1.2,0,1,0.25,2R,"(-1,)",252,38,0.946,-8.4,-0.05,0.393,-24.4,3/8,1.8,False
1h,4,1.2,0,1,0.25,2R,"(1, -1)",637,95,1.045,17.5,0.08,0.424,-32.3,6/8,1.82,False
1h,4,1.2,0,1,0.25,3R,"(1,)",385,57,1.309,77.6,0.41,0.4,-28.4,7/8,2.76,False
1h,4,1.2,0,1,0.25,3R,"(-1,)",252,38,1.003,0.5,0.0,0.357,-24.1,5/8,2.74,False
1h,4,1.2,0,1,0.25,3R,"(1, -1)",637,95,1.186,78.1,0.34,0.383,-34.4,6/8,2.75,False
1h,4,1.2,0,1,0.5,2R,"(1,)",392,58,1.135,31.2,0.15,0.446,-30.6,6/8,1.85,False
1h,4,1.2,0,1,0.5,2R,"(-1,)",258,39,0.944,-8.7,-0.05,0.403,-28.5,3/8,1.83,False
1h,4,1.2,0,1,0.5,2R,"(1, -1)",650,97,1.058,22.5,0.1,0.429,-32.6,5/8,1.84,False
1h,4,1.2,0,1,0.5,3R,"(1,)",392,58,1.354,88.0,0.47,0.406,-27.7,7/8,2.79,False
1h,4,1.2,0,1,0.5,3R,"(-1,)",258,39,1.011,1.9,0.01,0.364,-30.8,4/8,2.77,False
1h,4,1.2,0,1,0.5,3R,"(1, -1)",650,97,1.216,89.9,0.43,0.389,-31.3,6/8,2.78,False
1h,4,1.2,1,0,0.1,2R,"(1,)",500,75,1.072,22.5,0.07,0.438,-44.9,5/8,1.78,False
1h,4,1.2,1,0,0.1,2R,"(-1,)",475,71,0.708,-99.5,-0.15,0.341,-101.9,2/8,1.77,False
1h,4,1.2,1,0,0.1,2R,"(1, -1)",975,145,0.882,-77.0,-0.12,0.391,-92.9,4/8,1.77,False
1h,4,1.2,1,0,0.1,3R,"(1,)",500,75,1.256,87.4,0.32,0.388,-41.1,5/8,2.7,False
1h,4,1.2,1,0,0.1,3R,"(-1,)",475,71,0.871,-46.0,-0.11,0.318,-64.2,3/8,2.69,False
1h,4,1.2,1,0,0.1,3R,"(1, -1)",975,145,1.059,41.4,0.11,0.354,-58.5,5/8,2.7,False
1h,4,1.2,1,0,0.25,2R,"(1,)",505,75,1.072,22.6,0.07,0.438,-47.5,4/8,1.8,False
1h,4,1.2,1,0,0.25,2R,"(-1,)",480,72,0.755,-81.6,-0.14,0.348,-84.0,2/8,1.79,False
1h,4,1.2,1,0,0.25,2R,"(1, -1)",985,147,0.909,-59.0,-0.11,0.394,-78.9,3/8,1.79,False
1h,4,1.2,1,0,0.25,3R,"(1,)",505,75,1.204,70.3,0.2,0.38,-52.5,4/8,2.73,False
1h,4,1.2,1,0,0.25,3R,"(-1,)",480,72,0.866,-47.3,-0.12,0.317,-60.2,2/8,2.72,False
1h,4,1.2,1,0,0.25,3R,"(1, -1)",985,147,1.033,23.0,0.06,0.349,-57.8,5/8,2.72,False
1h,4,1.2,1,0,0.5,2R,"(1,)",519,77,1.077,24.4,0.08,0.435,-46.9,4/8,1.82,False
1h,4,1.2,1,0,0.5,2R,"(-1,)",489,73,0.729,-91.1,-0.14,0.346,-97.5,2/8,1.81,False
1h,4,1.2,1,0,0.5,2R,"(1, -1)",1008,150,0.898,-66.7,-0.12,0.392,-82.6,4/8,1.82,False
1h,4,1.2,1,0,0.5,3R,"(1,)",519,77,1.263,89.8,0.34,0.391,-39.8,5/8,2.76,False
1h,4,1.2,1,0,0.5,3R,"(-1,)",489,73,0.841,-56.3,-0.12,0.315,-72.2,3/8,2.75,False
1h,4,1.2,1,0,0.5,3R,"(1, -1)",1008,150,1.048,33.5,0.11,0.354,-44.4,5/8,2.76,False
1h,4,1.2,1,1,0.1,2R,"(1,)",340,51,1.166,34.4,0.19,0.456,-27.4,5/8,1.8,False
1h,4,1.2,1,1,0.1,2R,"(-1,)",225,34,0.855,-21.4,-0.1,0.378,-32.1,3/8,1.77,False
1h,4,1.2,1,1,0.1,2R,"(1, -1)",565,84,1.037,13.0,0.05,0.425,-42.4,5/8,1.79,False
1h,4,1.2,1,1,0.1,3R,"(1,)",340,51,1.411,92.4,0.62,0.412,-22.1,6/8,2.73,False
1h,4,1.2,1,1,0.1,3R,"(-1,)",225,34,1.076,11.7,0.07,0.364,-25.0,4/8,2.69,False
1h,4,1.2,1,1,0.1,3R,"(1, -1)",565,84,1.276,104.1,0.61,0.393,-25.6,6/8,2.71,False
1h,4,1.2,1,1,0.25,2R,"(1,)",344,51,1.133,28.2,0.15,0.448,-27.9,4/8,1.81,False
1h,4,1.2,1,1,0.25,2R,"(-1,)",227,34,0.918,-11.8,-0.07,0.383,-25.3,3/8,1.79,False
1h,4,1.2,1,1,0.25,2R,"(1, -1)",571,85,1.046,16.4,0.07,0.422,-37.2,5/8,1.8,False
1h,4,1.2,1,1,0.25,3R,"(1,)",344,51,1.33,75.9,0.39,0.398,-28.7,6/8,2.75,False
1h,4,1.2,1,1,0.25,3R,"(-1,)",227,34,0.996,-0.6,-0.0,0.352,-23.4,3/8,2.72,False
1h,4,1.2,1,1,0.25,3R,"(1, -1)",571,85,1.196,75.3,0.31,0.38,-36.0,6/8,2.74,False
1h,4,1.2,1,1,0.5,2R,"(1,)",350,52,1.157,33.0,0.16,0.449,-30.0,6/8,1.84,False
1h,4,1.2,1,1,0.5,2R,"(-1,)",233,35,0.913,-12.5,-0.07,0.395,-26.6,3/8,1.81,False
1h,4,1.2,1,1,0.5,2R,"(1, -1)",583,87,1.058,20.5,0.08,0.427,-38.7,5/8,1.83,False
1h,4,1.2,1,1,0.5,3R,"(1,)",350,52,1.407,91.9,0.51,0.409,-26.7,6/8,2.78,False
1h,4,1.2,1,1,0.5,3R,"(-1,)",233,35,0.991,-1.5,-0.01,0.356,-28.1,3/8,2.75,False
1h,4,1.2,1,1,0.5,3R,"(1, -1)",583,87,1.237,90.5,0.38,0.388,-35.4,6/8,2.77,False
1h,4,1.5,0,0,0.1,2R,"(1,)",383,58,1.137,30.5,0.15,0.446,-31.4,5/8,1.81,False
1h,4,1.5,0,0,0.1,2R,"(-1,)",358,53,0.776,-54.4,-0.14,0.366,-59.0,2/8,1.79,False
1h,4,1.5,0,0,0.1,2R,"(1, -1)",741,110,0.949,-23.9,-0.07,0.408,-48.4,4/8,1.8,False
1h,4,1.5,0,0,0.1,3R,"(1,)",383,58,1.364,87.4,0.43,0.407,-30.7,6/8,2.74,False
1h,4,1.5,0,0,0.1,3R,"(-1,)",358,53,0.93,-18.0,-0.06,0.338,-48.5,4/8,2.72,False
1h,4,1.5,0,0,0.1,3R,"(1, -1)",741,110,1.14,69.4,0.3,0.374,-34.3,5/8,2.73,False
1h,4,1.5,0,0,0.25,2R,"(1,)",387,58,1.147,32.6,0.16,0.452,-31.1,4/8,1.82,False
1h,4,1.5,0,0,0.25,2R,"(-1,)",363,54,0.821,-42.8,-0.13,0.372,-48.4,2/8,1.81,False
1h,4,1.5,0,0,0.25,2R,"(1, -1)",750,112,0.978,-10.2,-0.03,0.413,-43.7,5/8,1.81,False
1h,4,1.5,0,0,0.25,3R,"(1,)",387,58,1.294,71.5,0.31,0.398,-34.7,5/8,2.76,False
1h,4,1.5,0,0,0.25,3R,"(-1,)",363,54,0.91,-23.2,-0.08,0.333,-45.4,3/8,2.74,False
1h,4,1.5,0,0,0.25,3R,"(1, -1)",750,112,1.097,48.3,0.21,0.367,-33.5,5/8,2.75,False
1h,4,1.5,0,0,0.5,2R,"(1,)",395,59,1.144,31.9,0.14,0.451,-34.0,5/8,1.84,False
1h,4,1.5,0,0,0.5,2R,"(-1,)",370,55,0.763,-57.9,-0.13,0.359,-64.4,2/8,1.83,False
1h,4,1.5,0,0,0.5,2R,"(1, -1)",765,114,0.944,-26.0,-0.09,0.407,-43.6,3/8,1.84,False
1h,4,1.5,0,0,0.5,3R,"(1,)",395,59,1.353,84.7,0.43,0.41,-29.6,5/8,2.79,False
1h,4,1.5,0,0,0.5,3R,"(-1,)",370,55,0.873,-32.4,-0.08,0.332,-58.1,3/8,2.77,False
1h,4,1.5,0,0,0.5,3R,"(1, -1)",765,114,1.106,52.3,0.29,0.373,-26.6,5/8,2.78,False
1h,4,1.5,0,1,0.1,2R,"(1,)",270,41,1.236,35.8,0.2,0.463,-26.5,7/8,1.82,False
1h,4,1.5,0,1,0.1,2R,"(-1,)",168,25,0.936,-6.6,-0.04,0.399,-24.7,2/8,1.81,False
1h,4,1.5,0,1,0.1,2R,"(1, -1)",438,66,1.114,29.2,0.15,0.438,-28.7,6/8,1.82,False
1h,4,1.5,0,1,0.1,3R,"(1,)",270,41,1.514,83.4,0.51,0.43,-24.8,7/8,2.76,False
1h,4,1.5,0,1,0.1,3R,"(-1,)",168,25,1.046,5.2,0.03,0.369,-23.7,3/8,2.74,False
1h,4,1.5,0,1,0.1,3R,"(1, -1)",438,66,1.324,88.6,0.54,0.406,-24.7,8/8,2.76,False
1h,4,1.5,0,1,0.25,2R,"(1,)",273,41,1.214,32.7,0.2,0.462,-24.9,6/8,1.84,False
1h,4,1.5,0,1,0.25,2R,"(-1,)",170,26,0.932,-7.1,-0.04,0.388,-27.7,3/8,1.82,False
1h,4,1.5,0,1,0.25,2R,"(1, -1)",443,66,1.1,25.7,0.13,0.433,-29.7,7/8,1.83,False
1h,4,1.5,0,1,0.25,3R,"(1,)",273,41,1.417,69.4,0.42,0.418,-25.3,7/8,2.78,False
1h,4,1.5,0,1,0.25,3R,"(-1,)",170,26,0.92,-9.0,-0.05,0.347,-29.4,3/8,2.77,False
1h,4,1.5,0,1,0.25,3R,"(1, -1)",443,66,1.216,60.4,0.3,0.391,-30.4,7/8,2.78,False
1h,4,1.5,0,1,0.5,2R,"(1,)",278,42,1.215,33.0,0.19,0.46,-26.3,7/8,1.86,False
1h,4,1.5,0,1,0.5,2R,"(-1,)",175,26,0.837,-17.6,-0.08,0.377,-33.8,3/8,1.84,False
1h,4,1.5,0,1,0.5,2R,"(1, -1)",453,68,1.059,15.4,0.08,0.428,-30.1,5/8,1.85,False
1h,4,1.5,0,1,0.5,3R,"(1,)",278,42,1.497,81.8,0.48,0.428,-25.6,7/8,2.81,False
1h,4,1.5,0,1,0.5,3R,"(-1,)",175,26,0.895,-12.1,-0.05,0.349,-33.7,4/8,2.79,False
1h,4,1.5,0,1,0.5,3R,"(1, -1)",453,68,1.25,69.8,0.36,0.397,-29.3,6/8,2.8,False
1h,4,1.5,1,0,0.1,2R,"(1,)",353,53,1.163,34.0,0.16,0.45,-31.7,5/8,1.8,False
1h,4,1.5,1,0,0.1,2R,"(-1,)",336,50,0.775,-51.8,-0.14,0.363,-56.4,2/8,1.78,False
1h,4,1.5,1,0,0.1,2R,"(1, -1)",689,103,0.959,-17.8,-0.05,0.408,-53.3,4/8,1.79,False
1h,4,1.5,1,0,0.1,3R,"(1,)",353,53,1.401,90.7,0.44,0.408,-31.1,5/8,2.73,False
1h,4,1.5,1,0,0.1,3R,"(-1,)",336,50,0.949,-12.4,-0.04,0.339,-43.7,4/8,2.71,False
1h,4,1.5,1,0,0.1,3R,"(1, -1)",689,103,1.167,78.4,0.31,0.374,-37.2,5/8,2.72,False
1h,4,1.5,1,0,0.25,2R,"(1,)",357,54,1.167,34.9,0.16,0.454,-32.1,4/8,1.81,False
1h,4,1.5,1,0,0.25,2R,"(-1,)",341,51,0.82,-40.9,-0.13,0.37,-46.4,2/8,1.8,False
1h,4,1.5,1,0,0.25,2R,"(1, -1)",698,104,0.986,-6.0,-0.02,0.413,-48.4,4/8,1.81,False
1h,4,1.5,1,0,0.25,3R,"(1,)",357,54,1.319,73.6,0.32,0.395,-35.0,5/8,2.75,False
1h,4,1.5,1,0,0.25,3R,"(-1,)",341,51,0.934,-16.1,-0.06,0.334,-41.1,5/8,2.73,False
1h,4,1.5,1,0,0.25,3R,"(1, -1)",698,104,1.122,57.5,0.25,0.365,-34.8,5/8,2.74,False
1h,4,1.5,1,0,0.5,2R,"(1,)",364,55,1.164,34.2,0.16,0.451,-33.1,5/8,1.84,False
1h,4,1.5,1,0,0.5,2R,"(-1,)",348,52,0.766,-54.3,-0.13,0.359,-62.4,2/8,1.82,False
1h,4,1.5,1,0,0.5,2R,"(1, -1)",712,106,0.955,-20.1,-0.07,0.406,-46.0,3/8,1.83,False
1h,4,1.5,1,0,0.5,3R,"(1,)",364,55,1.393,88.9,0.46,0.409,-28.8,5/8,2.78,False
1h,4,1.5,1,0,0.5,3R,"(-1,)",348,52,0.88,-29.3,-0.08,0.33,-57.9,4/8,2.76,False
1h,4,1.5,1,0,0.5,3R,"(1, -1)",712,106,1.127,59.6,0.34,0.371,-26.4,5/8,2.77,False
1h,4,1.5,1,1,0.1,2R,"(1,)",243,37,1.279,38.8,0.23,0.469,-25.5,6/8,1.81,False
1h,4,1.5,1,1,0.1,2R,"(-1,)",149,22,0.941,-5.5,-0.04,0.396,-20.3,3/8,1.79,False
1h,4,1.5,1,1,0.1,2R,"(1, -1)",392,59,1.143,33.2,0.16,0.441,-32.0,7/8,1.8,False
1h,4,1.5,1,1,0.1,3R,"(1,)",243,37,1.576,86.3,0.56,0.432,-23.3,6/8,2.75,False
1h,4,1.5,1,1,0.1,3R,"(-1,)",149,22,1.094,9.3,0.07,0.376,-19.8,6/8,2.73,False
1h,4,1.5,1,1,0.1,3R,"(1, -1)",392,59,1.384,95.6,0.54,0.411,-26.5,7/8,2.74,False
1h,4,1.5,1,1,0.25,2R,"(1,)",246,37,1.243,34.5,0.22,0.463,-24.2,5/8,1.83,False
1h,4,1.5,1,1,0.25,2R,"(-1,)",151,23,0.927,-6.8,-0.04,0.384,-23.5,3/8,1.81,False
1h,4,1.5,1,1,0.25,2R,"(1, -1)",397,59,1.117,27.7,0.12,0.433,-33.6,7/8,1.82,False
1h,4,1.5,1,1,0.25,3R,"(1,)",246,37,1.458,71.0,0.43,0.415,-25.2,6/8,2.77,False
1h,4,1.5,1,1,0.25,3R,"(-1,)",151,23,0.965,-3.6,-0.02,0.351,-25.2,4/8,2.75,False
1h,4,1.5,1,1,0.25,3R,"(1, -1)",397,59,1.262,67.4,0.33,0.39,-30.2,7/8,2.76,False
1h,4,1.5,1,1,0.5,2R,"(1,)",250,38,1.244,34.7,0.21,0.46,-24.9,7/8,1.85,False
1h,4,1.5,1,1,0.5,2R,"(-1,)",156,23,0.842,-15.6,-0.08,0.378,-29.5,3/8,1.83,False
1h,4,1.5,1,1,0.5,2R,"(1, -1)",406,61,1.08,19.2,0.09,0.429,-32.9,5/8,1.84,False
1h,4,1.5,1,1,0.5,3R,"(1,)",250,38,1.561,85.5,0.55,0.428,-23.7,6/8,2.8,False
1h,4,1.5,1,1,0.5,3R,"(-1,)",156,23,0.9,-10.5,-0.05,0.346,-29.9,3/8,2.77,False
1h,4,1.5,1,1,0.5,3R,"(1, -1)",406,61,1.291,74.9,0.36,0.397,-31.5,6/8,2.79,False
1h,4,2.0,0,0,0.1,2R,"(1,)",217,35,1.217,26.0,0.18,0.461,-23.1,7/8,1.82,False
1h,4,2.0,0,0,0.1,2R,"(-1,)",205,31,0.786,-29.3,-0.13,0.361,-33.6,3/8,1.82,False
1h,4,2.0,0,0,0.1,2R,"(1, -1)",422,63,0.987,-3.3,-0.01,0.412,-40.4,6/8,1.82,False
1h,4,2.0,0,0,0.1,3R,"(1,)",217,35,1.426,54.7,0.4,0.424,-22.1,6/8,2.76,False
1h,4,2.0,0,0,0.1,3R,"(-1,)",205,31,0.915,-12.3,-0.08,0.332,-22.0,5/8,2.75,False
1h,4,2.0,0,0,0.1,3R,"(1, -1)",422,63,1.155,42.4,0.18,0.379,-35.2,6/8,2.76,False
1h,4,2.0,0,0,0.25,2R,"(1,)",219,35,1.25,29.5,0.22,0.475,-21.8,6/8,1.83,False
1h,4,2.0,0,0,0.25,2R,"(-1,)",205,31,0.859,-18.1,-0.11,0.376,-24.1,3/8,1.83,False
1h,4,2.0,0,0,0.25,2R,"(1, -1)",424,64,1.046,11.4,0.05,0.427,-31.4,6/8,1.83,False
1h,4,2.0,0,0,0.25,3R,"(1,)",219,35,1.316,41.2,0.27,0.411,-24.2,6/8,2.77,False
1h,4,2.0,0,0,0.25,3R,"(-1,)",205,31,0.923,-10.8,-0.09,0.337,-18.9,5/8,2.78,False
1h,4,2.0,0,0,0.25,3R,"(1, -1)",424,64,1.113,30.4,0.12,0.375,-37.3,6/8,2.78,False
1h,4,2.0,0,0,0.5,2R,"(1,)",224,36,1.084,10.4,0.06,0.442,-26.7,5/8,1.85,False
1h,4,2.0,0,0,0.5,2R,"(-1,)",210,31,0.757,-32.7,-0.13,0.357,-38.8,2/8,1.85,False
1h,4,2.0,0,0,0.5,2R,"(1, -1)",434,65,0.914,-22.3,-0.09,0.401,-38.3,5/8,1.85,False
1h,4,2.0,0,0,0.5,3R,"(1,)",224,36,1.296,39.0,0.25,0.411,-25.3,6/8,2.81,False
1h,4,2.0,0,0,0.5,3R,"(-1,)",210,31,0.885,-15.9,-0.1,0.343,-24.0,3/8,2.8,False
1h,4,2.0,0,0,0.5,3R,"(1, -1)",434,65,1.085,23.0,0.11,0.378,-31.6,5/8,2.8,False
1h,4,2.0,0,1,0.1,2R,"(1,)",159,26,1.298,25.4,0.19,0.478,-21.5,6/8,1.84,False
1h,4,2.0,0,1,0.1,2R,"(-1,)",102,15,1.057,3.4,0.04,0.412,-12.8,4/8,1.82,False
1h,4,2.0,0,1,0.1,2R,"(1, -1)",261,39,1.199,28.8,0.22,0.452,-19.7,6/8,1.83,False
1h,4,2.0,0,1,0.1,3R,"(1,)",159,26,1.558,50.6,0.36,0.447,-22.4,7/8,2.78,False
1h,4,2.0,0,1,0.1,3R,"(-1,)",102,15,1.136,8.9,0.08,0.373,-16.5,5/8,2.75,False
1h,4,2.0,0,1,0.1,3R,"(1, -1)",261,39,1.381,59.5,0.44,0.418,-20.1,7/8,2.77,False
1h,4,2.0,0,1,0.25,2R,"(1,)",160,26,1.319,27.0,0.24,0.487,-18.3,7/8,1.85,False
1h,4,2.0,0,1,0.25,2R,"(-1,)",102,15,1.072,4.1,0.04,0.402,-15.7,5/8,1.84,False
1h,4,2.0,0,1,0.25,2R,"(1, -1)",262,39,1.219,31.1,0.26,0.454,-17.9,7/8,1.84,False
1h,4,2.0,0,1,0.25,3R,"(1,)",160,26,1.375,35.4,0.25,0.425,-22.9,7/8,2.8,False
1h,4,2.0,0,1,0.25,3R,"(-1,)",102,15,1.006,0.4,0.0,0.353,-17.5,5/8,2.78,False
1h,4,2.0,0,1,0.25,3R,"(1, -1)",262,39,1.226,35.8,0.2,0.397,-27.1,7/8,2.79,False
1h,4,2.0,0,1,0.5,2R,"(1,)",163,26,1.159,14.0,0.11,0.46,-20.9,7/8,1.87,False
1h,4,2.0,0,1,0.5,2R,"(-1,)",106,16,0.83,-10.8,-0.07,0.368,-24.7,2/8,1.85,False
1h,4,2.0,0,1,0.5,2R,"(1, -1)",269,40,1.021,3.2,0.02,0.424,-26.0,7/8,1.86,False
1h,4,2.0,0,1,0.5,3R,"(1,)",163,26,1.382,36.1,0.24,0.429,-24.2,7/8,2.83,False
1h,4,2.0,0,1,0.5,3R,"(-1,)",106,16,0.915,-5.6,-0.04,0.349,-21.7,3/8,2.8,False
1h,4,2.0,0,1,0.5,3R,"(1, -1)",269,40,1.19,30.5,0.17,0.398,-27.1,7/8,2.82,False
1h,4,2.0,1,0,0.1,2R,"(1,)",196,31,1.196,22.3,0.16,0.454,-22.7,5/8,1.81,False
1h,4,2.0,1,0,0.1,2R,"(-1,)",190,28,0.785,-27.6,-0.13,0.358,-32.2,3/8,1.81,False
1h,4,2.0,1,0,0.1,2R,"(1, -1)",386,58,0.978,-5.3,-0.02,0.407,-45.6,5/8,1.81,False
1h,4,2.0,1,0,0.1,3R,"(1,)",196,31,1.415,50.8,0.37,0.413,-21.8,5/8,2.74,False
1h,4,2.0,1,0,0.1,3R,"(-1,)",190,28,0.933,-9.1,-0.06,0.332,-21.3,5/8,2.74,False
1h,4,2.0,1,0,0.1,3R,"(1, -1)",386,58,1.161,41.6,0.16,0.373,-39.0,6/8,2.74,False
1h,4,2.0,1,0,0.25,2R,"(1,)",198,32,1.236,26.5,0.19,0.47,-22.2,5/8,1.82,False
1h,4,2.0,1,0,0.25,2R,"(-1,)",190,28,0.861,-16.8,-0.12,0.374,-21.2,3/8,1.83,False
1h,4,2.0,1,0,0.25,2R,"(1, -1)",388,58,1.042,9.7,0.04,0.423,-36.6,5/8,1.82,False
1h,4,2.0,1,0,0.25,3R,"(1,)",198,32,1.305,38.0,0.25,0.399,-24.6,5/8,2.76,False
1h,4,2.0,1,0,0.25,3R,"(-1,)",190,28,0.955,-5.9,-0.04,0.337,-19.7,5/8,2.77,False
1h,4,2.0,1,0,0.25,3R,"(1, -1)",388,58,1.126,32.1,0.12,0.369,-38.9,6/8,2.76,False
1h,4,2.0,1,0,0.5,2R,"(1,)",202,32,1.086,10.1,0.06,0.436,-26.3,5/8,1.84,False
1h,4,2.0,1,0,0.5,2R,"(-1,)",195,29,0.771,-29.1,-0.12,0.359,-35.1,2/8,1.84,False
1h,4,2.0,1,0,0.5,2R,"(1, -1)",397,59,0.922,-18.9,-0.07,0.398,-39.8,5/8,1.84,False
1h,4,2.0,1,0,0.5,3R,"(1,)",202,32,1.302,37.7,0.25,0.401,-24.5,5/8,2.79,False
1h,4,2.0,1,0,0.5,3R,"(-1,)",195,29,0.917,-10.9,-0.07,0.344,-21.8,4/8,2.79,False
1h,4,2.0,1,0,0.5,3R,"(1, -1)",397,59,1.105,26.9,0.13,0.373,-31.7,5/8,2.79,False
1h,4,2.0,1,1,0.1,2R,"(1,)",140,23,1.282,22.4,0.17,0.471,-21.1,6/8,1.82,False
1h,4,2.0,1,1,0.1,2R,"(-1,)",89,13,1.087,4.6,0.08,0.416,-8.3,4/8,1.8,False
1h,4,2.0,1,1,0.1,2R,"(1, -1)",229,34,1.205,27.0,0.16,0.45,-25.9,7/8,1.81,False
1h,4,2.0,1,1,0.1,3R,"(1,)",140,23,1.559,47.4,0.35,0.436,-22.0,7/8,2.76,False
1h,4,2.0,1,1,0.1,3R,"(-1,)",89,13,1.199,11.5,0.17,0.382,-10.2,6/8,2.73,False
1h,4,2.0,1,1,0.1,3R,"(1, -1)",229,34,1.413,58.9,0.37,0.415,-24.1,7/8,2.75,False
1h,4,2.0,1,1,0.25,2R,"(1,)",141,23,1.312,24.6,0.21,0.482,-18.7,7/8,1.84,False
1h,4,2.0,1,1,0.25,2R,"(-1,)",89,13,1.095,4.8,0.07,0.404,-10.5,6/8,1.82,False
1h,4,2.0,1,1,0.25,2R,"(1, -1)",230,35,1.227,29.5,0.18,0.452,-24.1,7/8,1.83,False
1h,4,2.0,1,1,0.25,3R,"(1,)",141,23,1.37,32.8,0.23,0.411,-23.3,7/8,2.78,False
1h,4,2.0,1,1,0.25,3R,"(-1,)",89,13,1.082,4.6,0.05,0.36,-13.3,5/8,2.76,False
1h,4,2.0,1,1,0.25,3R,"(1, -1)",230,35,1.258,37.4,0.19,0.391,-29.8,7/8,2.77,False
1h,4,2.0,1,1,0.5,2R,"(1,)",143,23,1.175,14.3,0.11,0.455,-20.1,7/8,1.86,False
1h,4,2.0,1,1,0.5,2R,"(-1,)",93,14,0.862,-7.8,-0.06,0.376,-18.7,3/8,1.83,False
1h,4,2.0,1,1,0.5,2R,"(1, -1)",236,35,1.047,6.5,0.04,0.424,-27.8,7/8,1.85,False
1h,4,2.0,1,1,0.5,3R,"(1,)",143,23,1.404,35.4,0.24,0.42,-23.4,7/8,2.81,False
1h,4,2.0,1,1,0.5,3R,"(-1,)",93,14,0.979,-1.3,-0.01,0.355,-15.8,4/8,2.78,False
1h,4,2.0,1,1,0.5,3R,"(1, -1)",236,35,1.232,34.2,0.18,0.394,-28.0,7/8,2.8,False
